query_id	doc_id	relevance
hotpotqa_portable::q::5ae0ba15554299603e41844d	hotpotqa_portable::doc::9e4e5f56c9c19658	1
hotpotqa_portable::q::5ae0ba15554299603e41844d	hotpotqa_portable::doc::b0fa6b79c7d2e6da	1
hotpotqa_portable::q::5ae1338d55429901ffe4ade1	hotpotqa_portable::doc::fb395e30df37ec84	1
hotpotqa_portable::q::5ae1338d55429901ffe4ade1	hotpotqa_portable::doc::7dae79a09b4e5556	1
hotpotqa_portable::q::5ae65b845542992ae0d162f1	hotpotqa_portable::doc::ff71c58a8ad74817	1
hotpotqa_portable::q::5ae65b845542992ae0d162f1	hotpotqa_portable::doc::8cb1b3ae05e3bda1	1
hotpotqa_portable::q::5ae2138c5542997283cd23b7	hotpotqa_portable::doc::1cb5fd0346153f5f	1
hotpotqa_portable::q::5ae2138c5542997283cd23b7	hotpotqa_portable::doc::a2b144653c491281	1
hotpotqa_portable::q::5a7e3b585542995ed0d166df	hotpotqa_portable::doc::c4bf937047ca6488	1
hotpotqa_portable::q::5a7e3b585542995ed0d166df	hotpotqa_portable::doc::18b6e46874a2d2b3	1
hotpotqa_portable::q::5ae54b3d5542990ba0bbb260	hotpotqa_portable::doc::cc1fd1eda5b4ad14	1
hotpotqa_portable::q::5ae54b3d5542990ba0bbb260	hotpotqa_portable::doc::32ad5f11f97abb92	1
hotpotqa_portable::q::5ab4774d5542991751b4d781	hotpotqa_portable::doc::0b425cd8c5025021	1
hotpotqa_portable::q::5ab4774d5542991751b4d781	hotpotqa_portable::doc::159f798e337f1bd1	1
hotpotqa_portable::q::5ae7ac495542993210983eee	hotpotqa_portable::doc::4a9b4f9e1dda1dab	1
hotpotqa_portable::q::5ae7ac495542993210983eee	hotpotqa_portable::doc::56a3e03a4d161f9a	1
hotpotqa_portable::q::5a7d26bd554299452d57bb28	hotpotqa_portable::doc::5903739a39f6b588	1
hotpotqa_portable::q::5a7d26bd554299452d57bb28	hotpotqa_portable::doc::87a6f45e6a893b8e	1
hotpotqa_portable::q::5ae690b055429908198fa622	hotpotqa_portable::doc::6c959396ea3f1f17	1
hotpotqa_portable::q::5ae690b055429908198fa622	hotpotqa_portable::doc::7dc03021405a861a	1
hotpotqa_portable::q::5a7299e75542991f9a20c524	hotpotqa_portable::doc::2e6615cc1e75309b	1
hotpotqa_portable::q::5a7299e75542991f9a20c524	hotpotqa_portable::doc::9412b41c519f2493	1
hotpotqa_portable::q::5abb4b4a5542993f40c73aea	hotpotqa_portable::doc::82a09caad2c9a1d5	1
hotpotqa_portable::q::5abb4b4a5542993f40c73aea	hotpotqa_portable::doc::237fe7b64c3ec323	1
hotpotqa_portable::q::5a7fb1e55542995d8a8ddef7	hotpotqa_portable::doc::46386bc6e15a2f38	1
hotpotqa_portable::q::5a7fb1e55542995d8a8ddef7	hotpotqa_portable::doc::54831545f5730016	1
hotpotqa_portable::q::5abe36745542991f66106101	hotpotqa_portable::doc::465a9fd0f987666d	1
hotpotqa_portable::q::5abe36745542991f66106101	hotpotqa_portable::doc::c4790a00624c1eb3	1
hotpotqa_portable::q::5ab84dea55429934fafe6d4f	hotpotqa_portable::doc::ee04cb6fadd10caf	1
hotpotqa_portable::q::5ab84dea55429934fafe6d4f	hotpotqa_portable::doc::c3c911e961cb795f	1
hotpotqa_portable::q::5abe765a55429976d4830b1f	hotpotqa_portable::doc::d14e1375abfe1d90	1
hotpotqa_portable::q::5abe765a55429976d4830b1f	hotpotqa_portable::doc::5c446f442c41fab4	1
hotpotqa_portable::q::5a85a8655542997b5ce40011	hotpotqa_portable::doc::300f2214980a70d9	1
hotpotqa_portable::q::5a85a8655542997b5ce40011	hotpotqa_portable::doc::35945e49a420ace7	1
hotpotqa_portable::q::5ac31b0a554299741d48a1f0	hotpotqa_portable::doc::98cfab7db18aab2f	1
hotpotqa_portable::q::5ac31b0a554299741d48a1f0	hotpotqa_portable::doc::af0d4c57adb6dd46	1
hotpotqa_portable::q::5ae6479a55429929b0807b1b	hotpotqa_portable::doc::34f36a94e24b6e35	1
hotpotqa_portable::q::5ae6479a55429929b0807b1b	hotpotqa_portable::doc::440e584f591eb4db	1
hotpotqa_portable::q::5ac2cfab554299657fa29079	hotpotqa_portable::doc::66473bb38bb6a587	1
hotpotqa_portable::q::5ac2cfab554299657fa29079	hotpotqa_portable::doc::f87b14ce09f48e3f	1
hotpotqa_portable::q::5a7c64bc5542996dd594b913	hotpotqa_portable::doc::55b80f46fc0bccb5	1
hotpotqa_portable::q::5a7c64bc5542996dd594b913	hotpotqa_portable::doc::c425958426f7666f	1
hotpotqa_portable::q::5ade27e05542997c77aded7d	hotpotqa_portable::doc::e94ca8bb24bef1fd	1
hotpotqa_portable::q::5ade27e05542997c77aded7d	hotpotqa_portable::doc::b90ce565be94b2aa	1
hotpotqa_portable::q::5adfa6c7554299025d62a326	hotpotqa_portable::doc::28ed968be4395716	1
hotpotqa_portable::q::5adfa6c7554299025d62a326	hotpotqa_portable::doc::7cffdbdc44bdb3ec	1
hotpotqa_portable::q::5ae361805542992e3233c3c9	hotpotqa_portable::doc::e22f4dfcc3eba2ca	1
hotpotqa_portable::q::5ae361805542992e3233c3c9	hotpotqa_portable::doc::2952a05742d4a9fb	1
hotpotqa_portable::q::5add870b5542995b365fab3c	hotpotqa_portable::doc::5f8ec84fc66c13b9	1
hotpotqa_portable::q::5add870b5542995b365fab3c	hotpotqa_portable::doc::30f2a1571e064eb7	1
hotpotqa_portable::q::5ab84f2c55429934fafe6d54	hotpotqa_portable::doc::47d5e7c2bc08c368	1
hotpotqa_portable::q::5ab84f2c55429934fafe6d54	hotpotqa_portable::doc::631d6a8a180e04a3	1
hotpotqa_portable::q::5a8ee2855542995a26add550	hotpotqa_portable::doc::00172a9be80fa899	1
hotpotqa_portable::q::5a8ee2855542995a26add550	hotpotqa_portable::doc::651aa670f0665697	1
hotpotqa_portable::q::5abeb3525542993fe9a41d03	hotpotqa_portable::doc::c588bafc7375f034	1
hotpotqa_portable::q::5abeb3525542993fe9a41d03	hotpotqa_portable::doc::4b017da3ea87b4e7	1
hotpotqa_portable::q::5ab762fb55429928e1fe3857	hotpotqa_portable::doc::3f664744a8d16777	1
hotpotqa_portable::q::5ab762fb55429928e1fe3857	hotpotqa_portable::doc::95f3f126d1340f5e	1
hotpotqa_portable::q::5a739d8c55429905862fe073	hotpotqa_portable::doc::6423f09e7259ef94	1
hotpotqa_portable::q::5a739d8c55429905862fe073	hotpotqa_portable::doc::f32cc341ff963fd2	1
hotpotqa_portable::q::5abc715f5542993a06baf8ea	hotpotqa_portable::doc::7a08f0cdfa9c5112	1
hotpotqa_portable::q::5abc715f5542993a06baf8ea	hotpotqa_portable::doc::a2facc3c8e7c3610	1
hotpotqa_portable::q::5ab804065542990e739ec7e0	hotpotqa_portable::doc::0ea87293163f288d	1
hotpotqa_portable::q::5ab804065542990e739ec7e0	hotpotqa_portable::doc::58f05f650055cd65	1
hotpotqa_portable::q::5a7e21165542995ed0d166a2	hotpotqa_portable::doc::ee0508117cdaaed9	1
hotpotqa_portable::q::5a7e21165542995ed0d166a2	hotpotqa_portable::doc::dc1fbf4da648f5b7	1
hotpotqa_portable::q::5ae473545542995dadf2433d	hotpotqa_portable::doc::363c19b924d00f86	1
hotpotqa_portable::q::5ae473545542995dadf2433d	hotpotqa_portable::doc::25d70b5557068ed1	1
hotpotqa_portable::q::5a84973e5542992a431d1a67	hotpotqa_portable::doc::a1f4ad6dd3b566b6	1
hotpotqa_portable::q::5a84973e5542992a431d1a67	hotpotqa_portable::doc::336abc7e91dae20e	1
hotpotqa_portable::q::5a7a47be5542994f819ef1b2	hotpotqa_portable::doc::c907e30325e633bc	1
hotpotqa_portable::q::5a7a47be5542994f819ef1b2	hotpotqa_portable::doc::35927bc02dffc378	1
hotpotqa_portable::q::5abc8d00554299700f9d78fd	hotpotqa_portable::doc::7948e494e0ce426e	1
hotpotqa_portable::q::5abc8d00554299700f9d78fd	hotpotqa_portable::doc::9b5a1df85eb38ef4	1
hotpotqa_portable::q::5ab1c6c5554299722f9b4c67	hotpotqa_portable::doc::a3394d6e8b779c52	1
hotpotqa_portable::q::5ab1c6c5554299722f9b4c67	hotpotqa_portable::doc::9aa49c9ef24f9450	1
hotpotqa_portable::q::5ab2a01d5542992953946778	hotpotqa_portable::doc::143c9b31e90381d9	1
hotpotqa_portable::q::5ab2a01d5542992953946778	hotpotqa_portable::doc::5aa3f330561fd52c	1
hotpotqa_portable::q::5ab42ef55542991751b4d6d9	hotpotqa_portable::doc::340e1ff8e3d21f72	1
hotpotqa_portable::q::5ab42ef55542991751b4d6d9	hotpotqa_portable::doc::8f50b33a5463e26f	1
hotpotqa_portable::q::5ae0968955429924de1b7105	hotpotqa_portable::doc::7e7287e135e69245	1
hotpotqa_portable::q::5ae0968955429924de1b7105	hotpotqa_portable::doc::bb86888702104d92	1
hotpotqa_portable::q::5adefe645542992d7e9f926c	hotpotqa_portable::doc::87c678667697bc85	1
hotpotqa_portable::q::5adefe645542992d7e9f926c	hotpotqa_portable::doc::36774975a0a8fc91	1
hotpotqa_portable::q::5a82edae55429966c78a6a9f	hotpotqa_portable::doc::40ecd00983c99f59	1
hotpotqa_portable::q::5a82edae55429966c78a6a9f	hotpotqa_portable::doc::88de51c83cdec206	1
hotpotqa_portable::q::5abd68b45542993062266c77	hotpotqa_portable::doc::035321f928f45b55	1
hotpotqa_portable::q::5abd68b45542993062266c77	hotpotqa_portable::doc::60c723f2c4cb2a4f	1
hotpotqa_portable::q::5a7345185542992359bc32cb	hotpotqa_portable::doc::199fdacb0c0bf208	1
hotpotqa_portable::q::5a7345185542992359bc32cb	hotpotqa_portable::doc::836c8237788add01	1
hotpotqa_portable::q::5adde6535542990dbb2f7ef9	hotpotqa_portable::doc::2667cd6470212f96	1
hotpotqa_portable::q::5adde6535542990dbb2f7ef9	hotpotqa_portable::doc::eaade5974cf0835b	1
hotpotqa_portable::q::5ab7ef0f5542991d322237ca	hotpotqa_portable::doc::3946eae82b9cfdc5	1
hotpotqa_portable::q::5ab7ef0f5542991d322237ca	hotpotqa_portable::doc::c0fd00c75462968b	1
hotpotqa_portable::q::5ae20cd25542997283cd2376	hotpotqa_portable::doc::c3a00bca9008d67d	1
hotpotqa_portable::q::5ae20cd25542997283cd2376	hotpotqa_portable::doc::06efb82335669fe7	1
hotpotqa_portable::q::5a7da3a95542990b8f5039e6	hotpotqa_portable::doc::c05a0585550371f6	1
hotpotqa_portable::q::5a7da3a95542990b8f5039e6	hotpotqa_portable::doc::44ab320620d33033	1
hotpotqa_portable::q::5ac2c22e5542990b17b15485	hotpotqa_portable::doc::099bd30199d955d2	1
hotpotqa_portable::q::5ac2c22e5542990b17b15485	hotpotqa_portable::doc::276d520882d208d6	1
hotpotqa_portable::q::5ae4d3a55542990ba0bbb164	hotpotqa_portable::doc::aae78271d82cdf5c	1
hotpotqa_portable::q::5ae4d3a55542990ba0bbb164	hotpotqa_portable::doc::681047142dfa3ecb	1
hotpotqa_portable::q::5ac19f405542991316484b5b	hotpotqa_portable::doc::aa02c411a0ab30a1	1
hotpotqa_portable::q::5ac19f405542991316484b5b	hotpotqa_portable::doc::4c86f190ffcab6a9	1
hotpotqa_portable::q::5ac00278554299012d1db56b	hotpotqa_portable::doc::93211eb09e215722	1
hotpotqa_portable::q::5ac00278554299012d1db56b	hotpotqa_portable::doc::4157fa09b24ebfd0	1
hotpotqa_portable::q::5a7d2ecc5542995ed0d16629	hotpotqa_portable::doc::04edaea7cd529f7f	1
hotpotqa_portable::q::5a7d2ecc5542995ed0d16629	hotpotqa_portable::doc::3b7191ec67d39094	1
hotpotqa_portable::q::5abd5a135542992ac4f3829f	hotpotqa_portable::doc::fa8886d362dd5a9b	1
hotpotqa_portable::q::5abd5a135542992ac4f3829f	hotpotqa_portable::doc::95163a95ef691bd0	1
hotpotqa_portable::q::5ab8f33155429919ba4e237f	hotpotqa_portable::doc::db88ad96a7ba67b8	1
hotpotqa_portable::q::5ab8f33155429919ba4e237f	hotpotqa_portable::doc::8c6529d80ac771fe	1
hotpotqa_portable::q::5a7f57a45542992097ad2f29	hotpotqa_portable::doc::bc4f20519afac370	1
hotpotqa_portable::q::5a7f57a45542992097ad2f29	hotpotqa_portable::doc::a593173122c564c0	1
hotpotqa_portable::q::5a7e14a65542995ed0d16686	hotpotqa_portable::doc::52043681e478ca8a	1
hotpotqa_portable::q::5a7e14a65542995ed0d16686	hotpotqa_portable::doc::39481637d7e4feac	1
hotpotqa_portable::q::5a859a755542992a431d1b6d	hotpotqa_portable::doc::d28df28f115bc428	1
hotpotqa_portable::q::5a859a755542992a431d1b6d	hotpotqa_portable::doc::0209280ab8858932	1
hotpotqa_portable::q::5ab4304a55429942dd415ec5	hotpotqa_portable::doc::37d3e42a74f2ae0d	1
hotpotqa_portable::q::5ab4304a55429942dd415ec5	hotpotqa_portable::doc::5996360b7af00780	1
hotpotqa_portable::q::5a81d54a55429903bc27b9d4	hotpotqa_portable::doc::bad187d57270ddb9	1
hotpotqa_portable::q::5a81d54a55429903bc27b9d4	hotpotqa_portable::doc::b94d84f9cbdb7817	1
hotpotqa_portable::q::5a79257b55429974737f79a7	hotpotqa_portable::doc::df1280e2e1ab3861	1
hotpotqa_portable::q::5a79257b55429974737f79a7	hotpotqa_portable::doc::485e590628d6528a	1
hotpotqa_portable::q::5ae5feaf5542996de7b71ac6	hotpotqa_portable::doc::2a21ee93ba8496cb	1
hotpotqa_portable::q::5ae5feaf5542996de7b71ac6	hotpotqa_portable::doc::77c051c4d1718bc2	1
hotpotqa_portable::q::5ac1767a5542994d76dcce48	hotpotqa_portable::doc::93a2e2470554cfe5	1
hotpotqa_portable::q::5ac1767a5542994d76dcce48	hotpotqa_portable::doc::fccb37b8aa7fd334	1
hotpotqa_portable::q::5a74feb75542996c70cfae6d	hotpotqa_portable::doc::843f3e5b2f2f1c1c	1
hotpotqa_portable::q::5a74feb75542996c70cfae6d	hotpotqa_portable::doc::cc9c0041f75d4b31	1
hotpotqa_portable::q::5adf3e835542993a75d26442	hotpotqa_portable::doc::1992ccfa5dfe9daa	1
hotpotqa_portable::q::5adf3e835542993a75d26442	hotpotqa_portable::doc::0fc9ac1f70b82e62	1
hotpotqa_portable::q::5ae608f2554299546bf83026	hotpotqa_portable::doc::bac7dae99a471cc5	1
hotpotqa_portable::q::5ae608f2554299546bf83026	hotpotqa_portable::doc::9b99533340a067b4	1
hotpotqa_portable::q::5a88a6975542994846c1cea4	hotpotqa_portable::doc::3cb952ea09c441cf	1
hotpotqa_portable::q::5a88a6975542994846c1cea4	hotpotqa_portable::doc::cbaaef7d89a784e6	1
hotpotqa_portable::q::5a83f07455429933447460be	hotpotqa_portable::doc::2a5002ccbeab8ce2	1
hotpotqa_portable::q::5a83f07455429933447460be	hotpotqa_portable::doc::5e80ba286ff86ec3	1
hotpotqa_portable::q::5ab2979c554299449642c919	hotpotqa_portable::doc::4ea5092d36f61de2	1
hotpotqa_portable::q::5ab2979c554299449642c919	hotpotqa_portable::doc::4b8db4df563ac29a	1
hotpotqa_portable::q::5a79131a554299148911f9e3	hotpotqa_portable::doc::e422a8d42042ceef	1
hotpotqa_portable::q::5a79131a554299148911f9e3	hotpotqa_portable::doc::e977c844b1ec4754	1
hotpotqa_portable::q::5a87d8355542993e715abfe4	hotpotqa_portable::doc::4fbe5127649b16e1	1
hotpotqa_portable::q::5a87d8355542993e715abfe4	hotpotqa_portable::doc::a00149ff860f9444	1
hotpotqa_portable::q::5a80707e5542992bc0c4a70e	hotpotqa_portable::doc::5c22b82739b18258	1
hotpotqa_portable::q::5a80707e5542992bc0c4a70e	hotpotqa_portable::doc::1ef32a1907b4e28f	1
hotpotqa_portable::q::5ab3f6935542992339550019	hotpotqa_portable::doc::69b2deb89f9cee25	1
hotpotqa_portable::q::5ab3f6935542992339550019	hotpotqa_portable::doc::0d7a05bbad335257	1
hotpotqa_portable::q::5a81a84e5542990a1d231e4e	hotpotqa_portable::doc::ec0acf9632b6ce78	1
hotpotqa_portable::q::5a81a84e5542990a1d231e4e	hotpotqa_portable::doc::7492d5c2935dcaef	1
hotpotqa_portable::q::5ae5f1a8554299546bf82fd9	hotpotqa_portable::doc::d31838804b87b105	1
hotpotqa_portable::q::5ae5f1a8554299546bf82fd9	hotpotqa_portable::doc::1f93da81ab78eced	1
hotpotqa_portable::q::5a8a2a5555429930ff3c0ccc	hotpotqa_portable::doc::5e7d4db3f4cd53a3	1
hotpotqa_portable::q::5a8a2a5555429930ff3c0ccc	hotpotqa_portable::doc::d1bc87af9fabcaa1	1
hotpotqa_portable::q::5adfeab455429942ec259b86	hotpotqa_portable::doc::331723fbd13f2a7b	1
hotpotqa_portable::q::5adfeab455429942ec259b86	hotpotqa_portable::doc::8566bc911724ee19	1
hotpotqa_portable::q::5abd56355542993062266c58	hotpotqa_portable::doc::de8a0185f3a9243b	1
hotpotqa_portable::q::5abd56355542993062266c58	hotpotqa_portable::doc::bf41f82c5ba8633d	1
hotpotqa_portable::q::5a7e22ed5542995ed0d166a7	hotpotqa_portable::doc::acfccd959a6da7a7	1
hotpotqa_portable::q::5a7e22ed5542995ed0d166a7	hotpotqa_portable::doc::178fb9f6c9377f69	1
hotpotqa_portable::q::5a881ea055429938390d3ef3	hotpotqa_portable::doc::72eec006ccc74d20	1
hotpotqa_portable::q::5a881ea055429938390d3ef3	hotpotqa_portable::doc::2dbbb382afcbb354	1
hotpotqa_portable::q::5ab4e48655429942dd415f9c	hotpotqa_portable::doc::d6f992fc4ed685f0	1
hotpotqa_portable::q::5ab4e48655429942dd415f9c	hotpotqa_portable::doc::e377ec89cd790204	1
hotpotqa_portable::q::5a84bc5b5542991dd0999dc3	hotpotqa_portable::doc::ff9001045bf5e340	1
hotpotqa_portable::q::5a84bc5b5542991dd0999dc3	hotpotqa_portable::doc::a57ab6d015d45b64	1
hotpotqa_portable::q::5a739b1955429978a71e9044	hotpotqa_portable::doc::1186ca7fb79b5311	1
hotpotqa_portable::q::5a739b1955429978a71e9044	hotpotqa_portable::doc::af745808a5313d04	1
hotpotqa_portable::q::5adc368155429944faac2468	hotpotqa_portable::doc::772989647f49762b	1
hotpotqa_portable::q::5adc368155429944faac2468	hotpotqa_portable::doc::d6cf5d1b574094b9	1
hotpotqa_portable::q::5ac519a95542994611c8b38b	hotpotqa_portable::doc::6b0e8d8e9133cf6c	1
hotpotqa_portable::q::5ac519a95542994611c8b38b	hotpotqa_portable::doc::8d9bcc17dfd90ce0	1
hotpotqa_portable::q::5a88abf75542997e5c09a6a1	hotpotqa_portable::doc::ce579c0d9b7cd42c	1
hotpotqa_portable::q::5a88abf75542997e5c09a6a1	hotpotqa_portable::doc::e737391868419199	1
hotpotqa_portable::q::5ac3d90b5542995c82c4ac4b	hotpotqa_portable::doc::4fd350ea442dd68f	1
hotpotqa_portable::q::5ac3d90b5542995c82c4ac4b	hotpotqa_portable::doc::71331b0d33efcba3	1
hotpotqa_portable::q::5ab97d0a5542996be202051e	hotpotqa_portable::doc::326733037c074a6c	1
hotpotqa_portable::q::5ab97d0a5542996be202051e	hotpotqa_portable::doc::efa61c8171e561ff	1
hotpotqa_portable::q::5a7553a95542996c70cfaedf	hotpotqa_portable::doc::86151b44eb5cd652	1
hotpotqa_portable::q::5a7553a95542996c70cfaedf	hotpotqa_portable::doc::587ee1b0a8e7e598	1
hotpotqa_portable::q::5adc035c554299438c868d04	hotpotqa_portable::doc::aad773d1a940bf39	1
hotpotqa_portable::q::5adc035c554299438c868d04	hotpotqa_portable::doc::031632059c799ca3	1
hotpotqa_portable::q::5ae60d36554299546bf8303e	hotpotqa_portable::doc::e6e474f6a12d62ed	1
hotpotqa_portable::q::5ae60d36554299546bf8303e	hotpotqa_portable::doc::bdf48e601e8a9059	1
hotpotqa_portable::q::5a7543d555429916b01642ce	hotpotqa_portable::doc::3cdbf6008a6637ad	1
hotpotqa_portable::q::5a7543d555429916b01642ce	hotpotqa_portable::doc::baf6d2ee677afcd8	1
hotpotqa_portable::q::5ae5d63b5542996de7b71a2d	hotpotqa_portable::doc::97573010e63b7bb4	1
hotpotqa_portable::q::5ae5d63b5542996de7b71a2d	hotpotqa_portable::doc::4d59933bb5eb01b4	1
hotpotqa_portable::q::5ab442645542991751b4d70c	hotpotqa_portable::doc::9f4ae06ea7954f69	1
hotpotqa_portable::q::5ab442645542991751b4d70c	hotpotqa_portable::doc::3d4fa8894380ce5d	1
hotpotqa_portable::q::5a802bf05542992bc0c4a6b7	hotpotqa_portable::doc::6240e1bb37105d2d	1
hotpotqa_portable::q::5a802bf05542992bc0c4a6b7	hotpotqa_portable::doc::f284fc467278b6ca	1
hotpotqa_portable::q::5ac072ef554299294b218fe4	hotpotqa_portable::doc::9fb1e6825f7dedd6	1
hotpotqa_portable::q::5ac072ef554299294b218fe4	hotpotqa_portable::doc::3920248638fca747	1
hotpotqa_portable::q::5ab4b7d15542996a3a969fbc	hotpotqa_portable::doc::7d2796eb3b0e9076	1
hotpotqa_portable::q::5ab4b7d15542996a3a969fbc	hotpotqa_portable::doc::7192435eb3e2ec05	1
hotpotqa_portable::q::5add1aa65542990d50227de1	hotpotqa_portable::doc::0bd89ef564235bcc	1
hotpotqa_portable::q::5add1aa65542990d50227de1	hotpotqa_portable::doc::1b8607e211171083	1
hotpotqa_portable::q::5a7354d55542994cef4bc55a	hotpotqa_portable::doc::46ceaf6056c23595	1
hotpotqa_portable::q::5a7354d55542994cef4bc55a	hotpotqa_portable::doc::ea98a6804e00eefc	1
hotpotqa_portable::q::5ade1c9e55429939a52fe822	hotpotqa_portable::doc::824f681c8a9b1121	1
hotpotqa_portable::q::5ade1c9e55429939a52fe822	hotpotqa_portable::doc::edb2490bc5ca0b72	1
hotpotqa_portable::q::5adce3b95542990d50227d56	hotpotqa_portable::doc::8ddbb169a9d1648b	1
hotpotqa_portable::q::5adce3b95542990d50227d56	hotpotqa_portable::doc::e66b5475b858f784	1
hotpotqa_portable::q::5ac313a0554299741d48a1b0	hotpotqa_portable::doc::15d846ece38abfee	1
hotpotqa_portable::q::5ac313a0554299741d48a1b0	hotpotqa_portable::doc::7b3443eb8b67c1d4	1
hotpotqa_portable::q::5abf931f5542990832d3a158	hotpotqa_portable::doc::8eb8df2f973f2d5c	1
hotpotqa_portable::q::5abf931f5542990832d3a158	hotpotqa_portable::doc::7b8bab271b7bceb1	1
hotpotqa_portable::q::5ae324775542994393b9e62f	hotpotqa_portable::doc::ef96c0ffb6fd6875	1
hotpotqa_portable::q::5ae324775542994393b9e62f	hotpotqa_portable::doc::7c55162456d1a10e	1
hotpotqa_portable::q::5a79093955429974737f794b	hotpotqa_portable::doc::02aea61a40b69498	1
hotpotqa_portable::q::5a79093955429974737f794b	hotpotqa_portable::doc::4251f3b91ade667e	1
hotpotqa_portable::q::5ade8bd955429975fa854f04	hotpotqa_portable::doc::e21c009572b37c7a	1
hotpotqa_portable::q::5ade8bd955429975fa854f04	hotpotqa_portable::doc::42a41f90e03f8d55	1
hotpotqa_portable::q::5a84a1c85542992a431d1a7c	hotpotqa_portable::doc::7be2c529676b9b8c	1
hotpotqa_portable::q::5a84a1c85542992a431d1a7c	hotpotqa_portable::doc::c74362132c1271ef	1
hotpotqa_portable::q::5abed7d75542990832d3a0f7	hotpotqa_portable::doc::137a5c0d7ff75373	1
hotpotqa_portable::q::5abed7d75542990832d3a0f7	hotpotqa_portable::doc::40042109b19a9235	1
hotpotqa_portable::q::5ae365205542990afbd1e12d	hotpotqa_portable::doc::a6902e63bfeabffb	1
hotpotqa_portable::q::5ae365205542990afbd1e12d	hotpotqa_portable::doc::8830d4c8f280d3ca	1
hotpotqa_portable::q::5a8f9dca55429918e830d295	hotpotqa_portable::doc::dbb05a3809867d9f	1
hotpotqa_portable::q::5a8f9dca55429918e830d295	hotpotqa_portable::doc::4e697e568ce9177d	1
hotpotqa_portable::q::5ae61351554299546bf83066	hotpotqa_portable::doc::4bf376b4b7277b50	1
hotpotqa_portable::q::5ae61351554299546bf83066	hotpotqa_portable::doc::d1e8bd19faacd90f	1
hotpotqa_portable::q::5ae50c345542993aec5ec11f	hotpotqa_portable::doc::b4055297d94599b8	1
hotpotqa_portable::q::5ae50c345542993aec5ec11f	hotpotqa_portable::doc::41ad1882dd58fe1c	1
hotpotqa_portable::q::5abcefc45542993a06baf9b4	hotpotqa_portable::doc::3160b8af33d87602	1
hotpotqa_portable::q::5abcefc45542993a06baf9b4	hotpotqa_portable::doc::9c3b6890c9a03ea3	1
hotpotqa_portable::q::5a887898554299206df2b2a2	hotpotqa_portable::doc::f95d7c4078d45be2	1
hotpotqa_portable::q::5a887898554299206df2b2a2	hotpotqa_portable::doc::bd3737dc888b0c00	1
hotpotqa_portable::q::5a803ed45542996402f6a496	hotpotqa_portable::doc::f1f89abc2ca9a3c0	1
hotpotqa_portable::q::5a803ed45542996402f6a496	hotpotqa_portable::doc::95be2d28ca88d3b0	1
hotpotqa_portable::q::5a8f97305542997ba9cb32e3	hotpotqa_portable::doc::da13c906760b7c35	1
hotpotqa_portable::q::5a8f97305542997ba9cb32e3	hotpotqa_portable::doc::4baa299d5e9dfb92	1
hotpotqa_portable::q::5ab5ceb65542997d4ad1f1e2	hotpotqa_portable::doc::612b145830a159b4	1
hotpotqa_portable::q::5ab5ceb65542997d4ad1f1e2	hotpotqa_portable::doc::bccc1beda7fda9ce	1
hotpotqa_portable::q::5ae7e8f55542994a481bbe06	hotpotqa_portable::doc::3e19eece483e1dca	1
hotpotqa_portable::q::5ae7e8f55542994a481bbe06	hotpotqa_portable::doc::7c5a1eb7304128be	1
hotpotqa_portable::q::5a8c7ac2554299653c1aa08e	hotpotqa_portable::doc::f04b884f44c7b403	1
hotpotqa_portable::q::5a8c7ac2554299653c1aa08e	hotpotqa_portable::doc::fa679594af4807bf	1
hotpotqa_portable::q::5a8192045542995ce29dcc04	hotpotqa_portable::doc::6374946f4c4e3bcc	1
hotpotqa_portable::q::5a8192045542995ce29dcc04	hotpotqa_portable::doc::60f228d368a770e2	1
hotpotqa_portable::q::5a866b5b554299211dda2b23	hotpotqa_portable::doc::9cec5760dea215b3	1
hotpotqa_portable::q::5a866b5b554299211dda2b23	hotpotqa_portable::doc::5352506d03dc69cc	1
hotpotqa_portable::q::5ae1a525554299234fd042a9	hotpotqa_portable::doc::1928f7735ef23a38	1
hotpotqa_portable::q::5ae1a525554299234fd042a9	hotpotqa_portable::doc::afaa2a5685ab6e63	1
hotpotqa_portable::q::5abb23035542992ccd8e7f22	hotpotqa_portable::doc::8b6f925998c246f6	1
hotpotqa_portable::q::5abb23035542992ccd8e7f22	hotpotqa_portable::doc::62bfb056d508f13b	1
hotpotqa_portable::q::5abce43855429959677d6b18	hotpotqa_portable::doc::97a1669f530dce92	1
hotpotqa_portable::q::5abce43855429959677d6b18	hotpotqa_portable::doc::f2a73711846f3c6a	1
hotpotqa_portable::q::5a8e07185542995085b37389	hotpotqa_portable::doc::962bd613a0f29727	1
hotpotqa_portable::q::5a8e07185542995085b37389	hotpotqa_portable::doc::be17c46bd1abaad6	1
hotpotqa_portable::q::5a8ed10b5542995085b374a0	hotpotqa_portable::doc::7eefcffa4ae3b2e1	1
hotpotqa_portable::q::5a8ed10b5542995085b374a0	hotpotqa_portable::doc::3b8ba50f36aebdad	1
hotpotqa_portable::q::5adf2fa35542993344016c11	hotpotqa_portable::doc::e526e3ecdb2a1c1d	1
hotpotqa_portable::q::5adf2fa35542993344016c11	hotpotqa_portable::doc::15486a87fb72b04b	1
hotpotqa_portable::q::5a804e845542992bc0c4a6e9	hotpotqa_portable::doc::4b584b34605eca54	1
hotpotqa_portable::q::5a804e845542992bc0c4a6e9	hotpotqa_portable::doc::11d920b38e961212	1
